Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1026656,RB11,RKOSN500B-CN000250,SN-500B,790106,F01,PP01,"1,399.720",KG,10-01-19,12-01-19,0001
1026689,RB11,RKVV60440-DR000100,VINYLAX-6044,CA9001,F02,PP01,"3,392.190",KG,10-01-19,12-01-19,0001
1026789,RB11,ENJBWT028-DR000200,OLESTER BWT-028,CA9001,F01,PP01,"6,300.000",KG,10-01-19,12-01-19,0001
1026790,RB11,ENFL90900-DR000200,ALMATEX L9090,CA9002,F01,PP01,"7,083.200",KG,10-01-19,12-01-19,0001
1026792,RB11,ENR286000-DR000200,U-VAN 28-60,CA9001,F01,PP01,"6,982.000",KG,10-01-19,12-01-19,0001
1026793,RB11,ENR286000-DR000200,U-VAN 28-60,CA9002,F01,PP01,"6,982.000",KG,10-01-19,12-01-19,0001
1026828,RB11,RKA506000-DR000200,ACRYLAX-506,CA9004,F02,PP01,"9,452.560",KG,10-01-19,12-01-19,0001
1026839,RB11,ENGSE310B-BLK20000,ALMATEX SE310B,CA9002,F02,PP01,"10,314.220",KG,10-01-19,12-01-19,0001
1026840,RB11,RKA9612BT-BLK06000,ACRYLAX-9612BT,CA9004,F02,PP01,"5,333.200",KG,10-01-19,12-01-19,0001
1026841,RB11,RKUP55000-BLK01000,U-RAMIN P-5500,CA9001,F02,PP01,"4,620.320",KG,10-01-19,12-01-19,0001
1026842,RB11,ENCH3150B-BLK01000,HOPELON-3150B,CA9006,F02,PP01,"4,099.350",KG,10-01-19,12-01-19,0001
1026848,RB11,RKVV221G0-DR000100,VINYLAX-221G,CA9001,F02,PP01,"8,659.000",KG,10-01-19,12-01-19,0001
1026853,RB11,ENGAL9039-BLK01000,ALMATEX-A-9039,CL8011,F02,PP01,"5,000.000",KG,10-01-19,10-01-19,0001
1026858,RB11,RKUTF1000-DR000100,U-RAMIN T-F-1,CL8006,F02,PP01,100.000,KG,10-01-19,10-01-19,0001
1026859,RB11,UGMCM200R-KY000054,COSMONATE M-200,CL8005,F02,PP01,250.000,KG,10-01-19,10-01-19,0001
1026877,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CA9004,F03,PP01,"5,625.000",KG,10-01-19,12-01-19,0003
1026878,RB11,UGPHR1449-DR000200,THAMOL HR-1449,CA9001,F03,PP01,"10,206.000",KG,10-01-19,12-01-19,0002
1026879,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CA9004,F03,PP01,"1,580.000",KG,10-01-19,12-01-19,0001
1026880,RB11,UGPCP1802-DR000200,THAMOL CP-1802,CA9001,F03,PP01,206.000,KG,10-01-19,12-01-19,0001
1026934,RB11,RKA9201H0-DR000200,ACRYLAX-9201H,CA9001,F02,PP01,"1,000.000",KG,10-01-19,10-01-19,0001
