Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1026651,RB11,RKOSN500B-CN000250,SN-500B,790101,F01,PP01,"1,399.720",KG,07-01-19,09-01-19,0001
1026652,RB11,RKOSN500B-CN000250,SN-500B,790102,F01,PP01,"1,399.720",KG,07-01-19,09-01-19,0001
1026694,RB11,RKOXC2250-BLK01000,ACCOFLOC XC-225,CA9001,F02,PP01,"5,000.000",KG,07-01-19,09-01-19,0001
1026699,RB11,RKA730700-DR000100,ACRYLAX-7307,CA9001,F02,PP01,"8,500.000",KG,07-01-19,09-01-19,0001
1026700,RB11,RKVV281L0-BLK01000,VINYLAX-281L,CA9001,F02,PP01,"4,900.000",KG,07-01-19,09-01-19,0001
1026701,RB11,RKA506000-DR000200,ACRYLAX-506,CA9003,F02,PP01,"12,056.000",KG,07-01-19,09-01-19,0001
1026702,RB11,RKA335500-DR000200,ACRYLAX-3355,CA9001,F02,PP01,"3,500.300",KG,07-01-19,09-01-19,0001
1026703,RB11,RKA3341HB-BLK01000,ACRYLAX-3341HB,CA9001,F02,PP01,"1,250.000",KG,07-01-19,09-01-19,0001
1026704,RB11,ENCH3150B-BLK01000,HOPELON-3150B,CA9003,F02,PP01,"4,099.350",KG,07-01-19,09-01-19,0001
1026705,RB11,RKOSBBSA4-DR000080,STARBOND-BSA 4,CA9001,F02,PP01,"1,040.000",KG,07-01-19,09-01-19,0001
1026772,RB11,UGPHD1440-BLK01100,THAMOL HARD-1440,CA9001,F03,PP01,"9,855.000",KG,07-01-19,09-01-19,0010
1026776,RB11,ENJQR331T-DR000200,OLESTER QR331T,CA9002,F01,PP01,"6,492.000",KG,07-01-19,09-01-19,0001
1026777,RB11,ENFL1093T-DR000200,ALMATEX L1093T,CA9001,F01,PP01,"3,562.100",KG,07-01-19,09-01-19,0001
1026778,RB11,ENR925T70-DR000200,U-VAN 925T-70,CA9001,F01,PP01,"8,114.000",KG,07-01-19,09-01-19,0001
1026779,RB11,ENR128000-DR000200,U-VAN 128,CA9001,F01,PP01,"7,003.000",KG,07-01-19,09-01-19,0003
1026783,RB11,RKPR14100-DR000160,POLYMAL R141,CA9001,F01,PP01,145.000,KG,07-01-19,08-01-19,0001
1026801,RB11,UGMCM200R-KY000050,COSMONATE M-200,CL8005,F02,PP01,100.000,KG,07-01-19,07-01-19,0001
1026806,RB11,UGPRG1818-BLK01000,THAMOL RG-1818,CA9001,F03,PP01,"10,126.620",KG,07-01-19,09-01-19,0001
1026807,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CA9001,F03,PP01,"5,625.000",KG,07-01-19,09-01-19,0003
1026808,RB11,UGMTM1788-DR000230,THAMATE-1788,CA9001,F03,PP01,"2,400.000",KG,07-01-19,09-01-19,0005
1026809,RB11,UGPMP2164-DR000200,MP-2164(D),CA9001,F03,PP01,"1,788.000",KG,07-01-19,09-01-19,0002
1026810,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CA9001,F03,PP01,"1,580.000",KG,07-01-19,09-01-19,0001
1026822,RB11,UGPPN1815-DR000200,THAMOL PN-1815,CA9001,F03,PP01,"1,630.000",KG,07-01-19,09-01-19,0001
1026823,RB11,UGPSD1538-DR000200,THAMOL SD-1538,CA9001,F03,PP01,"5,085.600",KG,07-01-19,09-01-19,0001
1026824,RB11,UGMCM200R-DR000150,COSMONATE M-200,CL8005,F02,PP01,150.000,KG,07-01-19,07-01-19,0001
1026854,RB11,RKA950900-BLK01000,ACRYLAX-9509,CM8029,F02,PP01,"1,000.000",KG,07-01-19,07-01-19,0001
