Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1026653,RB11,RKOSN500B-CN000250,SN-500B,790103,F01,PP01,"1,399.720",KG,08-01-19,10-01-19,0001
1026685,RB11,RKUT37HC0-DR000100,U-RAMIN T-37HC,CA9001,F02,PP01,"3,674.670",KG,08-01-19,08-01-19,0001
1026707,RB11,RKA9612BT-BLK01000,ACRYLAX-9612BT,CM8069,F02,PP01,"5,163.000",KG,08-01-19,08-01-19,0002
1026780,RB11,ENJQ266T0-DR000200,OLESTER Q266T,CA9001,F01,PP01,"3,048.950",KG,08-01-19,10-01-19,0001
1026781,RB11,ENJQC418H-DR000200,OLESTER QC418HT,CA9001,F01,PP01,"6,920.800",KG,08-01-19,10-01-19,0002
1026782,RB11,ENR225000-DR000200,U-VAN 225,CA9001,F01,PP01,"4,836.200",KG,08-01-19,10-01-19,0001
1026784,RB11,RKBB610CT-PB000120,PROMINATE BMST-610CT,CA9003,F01,PP01,"4,000.000",KG,08-01-19,09-01-19,0001
1026811,RB11,UGPRG1289-BLK02500,THAMOL RG-1289,CA9001,F03,PP01,"10,028.190",KG,08-01-19,10-01-19,0001
1026812,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CA9002,F03,PP01,"5,625.000",KG,08-01-19,10-01-19,0003
1026813,RB11,UGPH1015A-BLK01000,HARD-1015-A,CA9001,F03,PP01,"10,106.200",KG,08-01-19,10-01-19,0005
1026814,RB11,UGPMP2164-DR000200,MP-2164(D),CA9002,F03,PP01,"1,788.000",KG,08-01-19,10-01-19,0002
1026815,RB11,UGTT300JJ-DR000220,THAMATE PPG-300JJ,CA9002,F03,PP01,"1,580.000",KG,08-01-19,10-01-19,0001
1026825,RB11,ERABW5600-DR000100,STRUCT BOND BW-5600,CA9002,F02,PP01,"8,029.700",KG,08-01-19,10-01-19,0001
1026826,RB11,RKV282B00-BLK01000,VINYLAX-282B,CA9001,F02,PP01,"5,000.000",KG,08-01-19,10-01-19,0001
1026827,RB11,RKA9201H0-BLK01000,Acrylax-9201H,CA9001,F02,PP01,"7,029.000",KG,08-01-19,10-01-19,0001
1026829,RB11,ENGWA159N-DR000200,ALMATEX WA159N1,CA9001,F02,PP01,"5,083.480",KG,08-01-19,10-01-19,0001
1026830,RB11,RKVBW3200-DR000100,BONDWOOD-3200 (IN),CA9001,F02,PP01,"1,200.000",KG,08-01-19,10-01-19,0001
1026832,RB11,ENCH3150B-BLK01000,HOPELON-3150B,CA9004,F02,PP01,"4,099.350",KG,08-01-19,10-01-19,0001
1026849,RB11,ERABW5600-BLK01200,STRUCT BOND BW-5600,CL8037,F02,PP01,"1,200.000",KG,08-01-19,08-01-19,0001
1026863,RB11,UGMTM1722-DR000230,THAMATE-1722,CA9001,F03,PP01,"4,900.000",KG,08-01-19,10-01-19,0005
1026864,RB11,ESAH6653P-DR000200,ESTAR H6653PT,CA9001,F01,PP01,"4,400.000",KG,08-01-19,10-01-19,0001
1026876,RB11,ENK868000-DR000180,EPOKEY 868,CA9002,F01,PP01,300.000,KG,08-01-19,09-01-19,003
